Local Time,Unix Time,Temperature,Gas,Humidity,Pressure,Altitude,
Wed Feb  8 16:19:28 2023,1675901968.549036,26.39640625,24618,27.44323657377963,1014.9298071483545,-13.97616558328463,
Wed Feb  8 16:19:30 2023,1675901970.7486014,26.3766796875,24604,27.60881023640118,1014.9356004320636,-14.024333870829755,
Wed Feb  8 16:19:32 2023,1675901972.948465,26.356953125,25121,28.050310563337295,1014.9293088178015,-13.972022200903405,
Wed Feb  8 16:19:35 2023,1675901975.148157,26.33625,25078,28.097348299620197,1014.9352310034822,-14.021262261609111,
Wed Feb  8 16:19:37 2023,1675901977.3478074,26.31515625,25453,28.04151433378013,1014.9353355267002,-14.022131318661316,
Wed Feb  8 16:19:39 2023,1675901979.5475256,26.2954296875,25690,27.90470815193122,1014.932490945795,-13.998480058742778,
Wed Feb  8 16:19:41 2023,1675901981.7472079,26.276484375,25930,27.81131855881746,1014.930919525438,-13.985414465604617,
Wed Feb  8 16:19:43 2023,1675901983.9474154,26.2583203125,25870,27.745054404547425,1014.937524760787,-14.040333662756847,
Wed Feb  8 16:19:46 2023,1675901986.1470015,26.2403515625,26160,27.705826678815352,1014.9409952355504,-14.069188792315616,
Wed Feb  8 16:19:48 2023,1675901988.3401284,26.2243359375,26176,27.666769115739626,1014.939022357187,-14.052785380488942,
Wed Feb  8 16:19:50 2023,1675901990.5393355,26.2087109375,26473,27.654728982696824,1014.9325086826979,-13.998627532339281,
Wed Feb  8 16:19:52 2023,1675901992.7390893,26.1942578125,26681,27.648178911306914,1014.9227294723784,-13.917317907411508,
Wed Feb  8 16:19:54 2023,1675901994.9317253,26.1786328125,26826,27.63614184023929,1014.9144887323381,-13.84879946099872,
Wed Feb  8 16:19:57 2023,1675901997.1315193,26.1633984375,26891,27.651107512863124,1014.9120615359395,-13.828618211109267,
Wed Feb  8 16:19:59 2023,1675901999.3305545,26.150703125,27122,27.666277017456103,1014.910325754765,-13.814185801832979,
Wed Feb  8 16:20:01 2023,1675902001.5232625,26.1364453125,27256,27.67053226988161,1014.91466710048,-13.850282525287469,
Wed Feb  8 16:20:03 2023,1675902003.722587,26.1208203125,27357,27.669283375537866,1014.9133251686445,-13.839124859539984,
Wed Feb  8 16:20:05 2023,1675902005.9153123,26.105,27595,27.673413713703486,1014.9064871152408,-13.78226879484577,
Wed Feb  8 16:20:08 2023,1675902008.115102,26.089375,27716,27.68834958884253,1014.9034178259448,-13.756748608007959,
Wed Feb  8 16:20:10 2023,1675902010.314433,26.0747265625,27751,27.70336442609743,1014.9088428268826,-13.801855762814764,
Wed Feb  8 16:20:12 2023,1675902012.5076916,26.0598828125,27751,27.761539778662595,1014.9087718716542,-13.801265793944982,
Wed Feb  8 16:20:14 2023,1675902014.7072923,26.0489453125,27838,27.955114452666457,1014.9168006172566,-13.868021901800196,
Wed Feb  8 16:20:16 2023,1675902016.9071891,26.03546875,28211,28.197469661717648,1014.9155086672276,-13.857279834729185,
Wed Feb  8 16:20:19 2023,1675902019.0999568,26.0223828125,28392,28.212651749487463,1014.9183039697931,-13.880521685379197,
Wed Feb  8 16:20:21 2023,1675902021.2993085,26.009296875,28447,28.206174596692144,1014.9055716453056,-13.77465695331625,
Wed Feb  8 16:20:23 2023,1675902023.498697,25.9958203125,28686,28.172597841713483,1014.9025524417183,-13.74955319575681,
Wed Feb  8 16:20:25 2023,1675902025.6918714,25.9813671875,28742,28.0902548808807,1014.8962134709697,-13.69684638937419,
Wed Feb  8 16:20:27 2023,1675902027.8849561,25.9665234375,28873,28.045784295240857,1014.8909613326468,-13.653176095152869,
Wed Feb  8 16:20:30 2023,1675902030.084228,25.956953125,29006,28.0179751015729,1014.8925909625392,-13.666726103805672,
Wed Feb  8 16:20:32 2023,1675902032.284051,25.9471875,29120,27.984751329007697,1014.8956263578181,-13.691964690762191,
Wed Feb  8 16:20:34 2023,1675902034.483351,25.9346875,28780,28.140583532688325,1014.895922913755,-13.694430479288036,
Wed Feb  8 16:20:36 2023,1675902036.6832247,25.9208203125,29044,28.545891668909775,1014.8922621013128,-13.66399169755567,
Wed Feb  8 16:20:38 2023,1675902038.8826165,25.90890625,29313,28.66978907009314,1014.8952386065836,-13.688740635239975,
Wed Feb  8 16:20:41 2023,1675902041.0821042,25.901484375,29391,28.71263850638117,1014.8986476900535,-13.71708628617727,
Wed Feb  8 16:20:43 2023,1675902043.274956,25.8930859375,29411,28.739115728232306,1014.8918378877815,-13.660464457546972,
Wed Feb  8 16:20:45 2023,1675902045.4744196,25.8868359375,29528,28.738600794513815,1014.8919847564015,-13.661685637191042,
Wed Feb  8 16:20:47 2023,1675902047.6743603,25.879609375,29747,28.70540474795866,1014.8939870035929,-13.678333859415579,
Wed Feb  8 16:20:49 2023,1675902049.8738487,25.871796875,29988,28.590721498111186,1014.9019317912087,-13.744392668449809,
Wed Feb  8 16:20:52 2023,1675902052.0732193,25.8637890625,29178,28.519516489334332,1014.9147317030253,-13.850819671201702,
Wed Feb  8 16:20:54 2023,1675902054.2725503,25.8598828125,29159,29.35721123341986,1014.913529261206,-13.840821814295118,
Wed Feb  8 16:20:56 2023,1675902056.4653115,25.8559765625,29727,30.073682821670044,1014.9106019765393,-13.816482489959176,
Wed Feb  8 16:20:58 2023,1675902058.664542,25.8528515625,29827,30.221602793144722,1014.9158491582831,-13.860110887838516,
Wed Feb  8 16:21:00 2023,1675902060.8572183,25.8466015625,30070,30.05094029681581,1014.9159946557578,-13.861320643549295,
Wed Feb  8 16:21:03 2023,1675902063.0569496,25.8387890625,30234,29.727052842647616,1014.9170386480516,-13.870001035002428,
Wed Feb  8 16:21:05 2023,1675902065.256333,25.8309765625,30400,29.45851927846884,1014.9215317865086,-13.907359658018617,
Wed Feb  8 16:21:07 2023,1675902067.4557197,25.8219921875,30547,29.304925739482336,1014.9189372764972,-13.885787376426315,
Wed Feb  8 16:21:09 2023,1675902069.6551058,25.814375,30760,29.11892540344253,1014.9289225886648,-13.968810887550354,
Wed Feb  8 16:21:11 2023,1675902071.8544726,25.805390625,30845,28.949387054355682,1014.922878059426,-13.91855334495533,
Wed Feb  8 16:21:14 2023,1675902074.0528083,25.7966015625,31084,28.81812497734009,1014.9257753646586,-13.942643165381924,
Wed Feb  8 16:21:16 2023,1675902076.2525024,25.787421875,31127,28.70868467912301,1014.9211360593862,-13.904069352951709,
Wed Feb  8 16:21:18 2023,1675902078.452095,25.779609375,31193,28.604873794717573,1014.929076164282,-13.970087796592189,
